Name	ID	NumGenes	ROC	Pvalue	CorrectedPvalue	Same as	GeneMembers
axoneme assembly	GO:0035082	11	0.54281062	0.31147368	0.55355226		
prostanoid metabolic process	GO:0006692	24	0.52885044	0.31233706	0.55488199	GO:0006693|prostaglandin metabolic process, 	
prostaglandin metabolic process	GO:0006693	24	0.52885044	0.31233706	0.55488199	GO:0006692|prostanoid metabolic process, 	
lipid phosphorylation	GO:0046834	17	0.53417438	0.31283115	0.55555492		
regulation of defense response to virus by host	GO:0050691	20	0.53144098	0.31321024	0.55602319		
regulation of defense response to virus by virus	GO:0050690	27	0.52703609	0.31339989	0.55615494		
regulation of gene expression by genetic imprinting	GO:0006349	13	0.53890529	0.31358268	0.55627442		
pigment metabolic process	GO:0042440	47	0.52044865	0.31386075	0.55656279		
positive regulation of monocyte chemotaxis	GO:0090026	10	0.54426568	0.31392884	0.55647872		
response to testosterone	GO:0033574	23	0.52917836	0.31405306	0.55649418		
endocrine pancreas development	GO:0031018	43	0.52132962	0.31423385	0.55660981		
regulation of cellular amino acid metabolic process	GO:0006521	50	0.51974317	0.31459825	0.55705048		
lateral plasma membrane	GO:0016328	38	0.52243556	0.31613212	0.55956082		
BMP signaling pathway	GO:0030509	60	0.51782423	0.31653795	0.5600734		
iron ion homeostasis	GO:0055072	70	0.51649939	0.31662176	0.56001602		
regulation of autophagy	GO:0010506	55	0.51860465	0.31662784	0.55982126		
ureteric bud morphogenesis	GO:0060675	44	0.52079151	0.31664552	0.55964715		
hindlimb morphogenesis	GO:0035137	36	0.52286747	0.31747985	0.560916		
negative regulation of macrophage derived foam cell differentiation	GO:0010745	11	0.54118783	0.31809236	0.56179215		
nuclear replisome	GO:0043601	16	0.5341406	0.31817008	0.56172351		
negative regulation of cellular catabolic process	GO:0031330	92	0.51426228	0.31826433	0.56168409		
regulation of defense response to virus	GO:0050688	63	0.51721398	0.31832556	0.56158643		
protein methylation	GO:0006479	61	0.51747669	0.31848112	0.56165522	GO:0008213|protein alkylation, 	
protein alkylation	GO:0008213	61	0.51747669	0.31848112	0.56165522	GO:0006479|protein methylation, 	
positive regulation of cell cycle arrest	GO:0071158	67	0.51666852	0.31858546	0.56163364		
negative regulation of kinase activity	GO:0033673	161	0.51074892	0.31912894	0.56238596		
organophosphate ester transport	GO:0015748	54	0.51843453	0.3197145	0.56321187		
genitalia development	GO:0048806	40	0.52140305	0.31976705	0.56309855		
lens fiber cell development	GO:0070307	12	0.53861295	0.32162032	0.56615517		
regulation of stress-activated MAPK cascade	GO:0032872	136	0.51150536	0.32172979	0.56614103		
intrinsic component of endoplasmic reticulum membrane	GO:0031227	77	0.5152481	0.32189577	0.56622629		
lung epithelium development	GO:0060428	24	0.52724778	0.3220194	0.56623704		
intracellular protein transmembrane import	GO:0044743	21	0.52904299	0.32249424	0.5668651		
regulation of cell fate commitment	GO:0010453	27	0.52559324	0.32265519	0.56694118		
peripheral nervous system development	GO:0007422	66	0.51634499	0.32309808	0.56751241		
intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	GO:0042771	22	0.52826997	0.3231047	0.56731722		
dorsal/ventral axis specification	GO:0009950	16	0.53306635	0.32349617	0.56779764		
centrosome organization	GO:0051297	47	0.51925303	0.32399087	0.56845885		
clathrin adaptor complex	GO:0030131	27	0.52534788	0.32424023	0.56868927		
regulation of type 2 immune response	GO:0002828	21	0.5287074	0.32440657	0.56877397		
mitochondrial membrane organization	GO:0007006	39	0.52093139	0.32553893	0.57055168		
neuronal ion channel clustering	GO:0045161	10	0.5412179	0.3258619	0.57091005		
inactivation of MAPK activity	GO:0000188	25	0.52603427	0.32614179	0.57119271		
synaptic transmission, cholinergic	GO:0007271	13	0.53599989	0.32655445	0.57170762		
cerebral cortex neuron differentiation	GO:0021895	18	0.53052299	0.3269554	0.57220165		
CD4-positive, alpha-beta T cell differentiation involved in immune response	GO:0002294	14	0.534593	0.32701439	0.57209708	GO:0042093|T-helper cell differentiation, 	
T-helper cell differentiation	GO:0042093	14	0.534593	0.32701439	0.57209708	GO:0002294|CD4-positive, alpha-beta T cell differentiation involved in immune response, 	
regulation of epidermal growth factor-activated receptor activity	GO:0007176	23	0.52698569	0.32707899	0.57200238		
negative regulation of antigen receptor-mediated signaling pathway	GO:0050858	15	0.53330499	0.32757602	0.57266374		
positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	GO:0090100	60	0.51664586	0.32785584	0.57294503		
anchored component of plasma membrane	GO:0046658	33	0.5224196	0.32791276	0.57283673		
actin filament bundle assembly	GO:0051017	31	0.52309442	0.32816116	0.57306287	GO:0061572|actin filament bundle organization, 	
actin filament bundle organization	GO:0061572	31	0.52309442	0.32816116	0.57306287	GO:0051017|actin filament bundle assembly, 	
dermatan sulfate metabolic process	GO:0030205	11	0.53868742	0.32840461	0.57328023		
mitochondrial membrane part	GO:0044455	109	0.51232357	0.32844614	0.57314506		
protein phosphatase type 2A complex	GO:0000159	19	0.52936907	0.32881266	0.5735769		
sex chromosome	GO:0000803	19	0.52930833	0.32914422	0.57394747		
detection of light stimulus	GO:0009583	102	0.51258995	0.33029442	0.57574476		
positive regulation of mRNA metabolic process	GO:1903313	23	0.52639129	0.33064759	0.57615193		
histone phosphorylation	GO:0016572	14	0.53381221	0.33067252	0.57598705		
regulation of pathway-restricted SMAD protein phosphorylation	GO:0060393	33	0.52203363	0.33068246	0.5757962		
antigen processing and presentation of exogenous peptide antigen	GO:0002478	142	0.51063988	0.3309469	0.57604846		
mitochondrial intermembrane space	GO:0005758	43	0.51926195	0.33106912	0.57605309		
Schwann cell development	GO:0014044	21	0.52753573	0.33111938	0.57593256		
protein modification by small protein conjugation	GO:0032446	418	0.5062202	0.33181486	0.57693396		
positive regulation of granulocyte chemotaxis	GO:0071624	17	0.53046397	0.33181737	0.57673019		
postsynaptic membrane organization	GO:0001941	13	0.53482745	0.3318502	0.57657924		
brown fat cell differentiation	GO:0050873	25	0.52507535	0.33215324	0.57689774		
alpha-linolenic acid metabolic process	GO:0036109	10	0.53957865	0.33235566	0.57704129		
hydrogen transport	GO:0006818	66	0.51540258	0.33265812	0.57735837		
mitochondrial RNA metabolic process	GO:0000959	16	0.53123292	0.33266986	0.57717082		
negative regulation of muscle organ development	GO:0048635	28	0.52358015	0.33292487	0.57740534		
positive regulation of histone modification	GO:0031058	39	0.5199263	0.33339227	0.57800791		
regulation of centrosome cycle	GO:0046605	21	0.52707285	0.33378654	0.57848329		
positive regulation of neuron death	GO:1901216	38	0.52009494	0.33410628	0.57882922		
maturation of SSU-rRNA	GO:0030490	10	0.5390201	0.33458003	0.57944161		
activation of protein kinase A activity	GO:0034199	15	0.53177861	0.33500005	0.57996057		
receptor catabolic process	GO:0032801	11	0.53708671	0.33507623	0.57988409		
axon cargo transport	GO:0008088	29	0.52285227	0.33508475	0.5796906		
regulation of response to stress	GO:0080134	727	0.50466085	0.33519386	0.57967122		
nuclear outer membrane-endoplasmic reticulum membrane network	GO:0042175	648	0.50491823	0.33539163	0.57980512		
ncRNA transcription	GO:0098781	20	0.52745429	0.33539193	0.57959768		
positive regulation of stem cell proliferation	GO:2000648	54	0.51672157	0.33543627	0.57946645		
regulation of gene expression, epigenetic	GO:0040029	106	0.51191848	0.33589155	0.58004498		
transition metal ion homeostasis	GO:0055076	95	0.51258263	0.335929	0.57990181		
tongue development	GO:0043586	17	0.52965472	0.33602989	0.57986821		
deoxyribonucleotide biosynthetic process	GO:0009263	11	0.53679969	0.33627812	0.58008879		
positive regulation of organic acid transport	GO:0032892	20	0.52727204	0.33642096	0.58012749		
negative regulation of transferase activity	GO:0051348	235	0.50797761	0.33702488	0.58096096		
positive regulation of G1/S transition of mitotic cell cycle	GO:1900087	13	0.53368771	0.33703067	0.58076314	GO:1902808|positive regulation of cell cycle G1/S phase transition, 	
positive regulation of cell cycle G1/S phase transition	GO:1902808	13	0.53368771	0.33703067	0.58076314	GO:1900087|positive regulation of G1/S transition of mitotic cell cycle, 	
cellular iron ion homeostasis	GO:0006879	52	0.51674689	0.33809641	0.58239131		
patterning of blood vessels	GO:0001569	36	0.52010405	0.33819821	0.58235845		
sulfation	GO:0051923	12	0.53475722	0.33836768	0.58244212		
positive regulation of fatty acid transport	GO:2000193	13	0.53333037	0.33865065	0.582721		
hormone secretion	GO:0046879	50	0.51699957	0.33879352	0.58275871		
transcriptional repressor complex	GO:0017053	61	0.51538508	0.33889994	0.58273372		
negative regulation of vasculature development	GO:1901343	60	0.51547561	0.33925448	0.58313524		
antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent	GO:0002479	63	0.5150783	0.33951797	0.58338001		
negative regulation of cytokine-mediated signaling pathway	GO:0001960	25	0.52390617	0.33953213	0.58319637		
response to dsRNA	GO:0043331	42	0.51840136	0.33996072	0.58372443		
apoptotic process involved in development	GO:1902742	20	0.52653089	0.34061825	0.58464508		
negative regulation of protein metabolic process	GO:0051248	603	0.50491512	0.34076539	0.58468934		
establishment of organelle localization	GO:0051656	158	0.50944734	0.34113147	0.58510909		
negative regulation of microtubule depolymerization	GO:0007026	18	0.52786045	0.34118643	0.58499509		
organellar large ribosomal subunit	GO:0000315	12	0.53409436	0.3412805	0.58494822	GO:0005762|mitochondrial large ribosomal subunit, 	
mitochondrial large ribosomal subunit	GO:0005762	12	0.53409436	0.3412805	0.58494822	GO:0000315|organellar large ribosomal subunit, 	
intrinsic apoptotic signaling pathway by p53 class mediator	GO:0072332	35	0.5199762	0.34128425	0.58474663		
transcription factor TFTC complex	GO:0033276	12	0.53405641	0.34143641	0.58479937		
negative regulation of muscle tissue development	GO:1901862	27	0.52268051	0.34167269	0.58499609		
RNA methylation	GO:0001510	15	0.5303737	0.34189086	0.58516169		
deoxyribose phosphate metabolic process	GO:0019692	27	0.52263324	0.34198482	0.58511466		
ketone biosynthetic process	GO:0042181	21	0.52561766	0.34222574	0.58531901		
regulation of cell projection assembly	GO:0060491	64	0.51469133	0.34224847	0.58515015		
regulation of circadian sleep/wake cycle	GO:0042749	12	0.5338363	0.34241707	0.58523073	GO:0045187|regulation of circadian sleep/wake cycle, sleep, 	
regulation of circadian sleep/wake cycle, sleep	GO:0045187	12	0.5338363	0.34241707	0.58523073	GO:0042749|regulation of circadian sleep/wake cycle, 	
positive regulation of microtubule polymerization or depolymerization	GO:0031112	13	0.53249659	0.3424779	0.58512713		
positive regulation of epidermal growth factor receptor signaling pathway	GO:0045742	17	0.52836849	0.3427528	0.58538923		
positive regulation of ERBB signaling pathway	GO:1901186	17	0.52836849	0.3427528	0.58518179		
prostaglandin biosynthetic process	GO:0001516	18	0.52753987	0.34291577	0.58525263	GO:0046457|prostanoid biosynthetic process, 	
prostanoid biosynthetic process	GO:0046457	18	0.52753987	0.34291577	0.58525263	GO:0001516|prostaglandin biosynthetic process, 	
positive regulation of type 2 immune response	GO:0002830	12	0.53367438	0.34313094	0.58541249		
spindle midzone	GO:0051233	15	0.53011458	0.34316764	0.58526786		
ethanolamine-containing compound metabolic process	GO:0042439	71	0.51378969	0.34397448	0.58643632		
positive regulation of embryonic development	GO:0040019	18	0.52734077	0.34399144	0.58625779		
bone maturation	GO:0070977	10	0.53649141	0.34470967	0.58727412		
CDP-diacylglycerol biosynthetic process	GO:0016024	12	0.53329994	0.34478391	0.58719296		
regulation of response to wounding	GO:1903034	282	0.50692025	0.34490942	0.58719915		
intrinsic apoptotic signaling pathway in response to DNA damage	GO:0008630	63	0.51454221	0.34491683	0.58700434		
Golgi to plasma membrane transport	GO:0006893	24	0.52347279	0.3452988	0.58744691		
regulation of kidney development	GO:0090183	40	0.51813986	0.34570345	0.58792771		
secretory granule lumen	GO:0034774	55	0.5154727	0.34574304	0.58778756		
extracellular fibril organization	GO:0043206	10	0.53618481	0.34595941	0.58794794		
clathrin-coated endocytic vesicle membrane	GO:0030669	32	0.52021969	0.34611647	0.58800746		
signal transduction in response to DNA damage	GO:0042770	80	0.51277666	0.34645968	0.58838305		
negative regulation of glial cell differentiation	GO:0045686	19	0.52612396	0.34670793	0.58859718		
extracellular matrix assembly	GO:0085029	16	0.52835181	0.34728845	0.58937504		
reproductive behavior	GO:0019098	25	0.52268595	0.34729929	0.58918591		
glucose 6-phosphate metabolic process	GO:0051156	12	0.53256118	0.34805386	0.59025819		
M phase	GO:0000279	18	0.52655618	0.34823339	0.59035485		
maternal placenta development	GO:0001893	23	0.52340609	0.3487979	0.59110386		
regulation of mitochondrial membrane permeability	GO:0046902	23	0.52336382	0.34905752	0.59133584		
detection of bacterium	GO:0016045	18	0.52624404	0.34993921	0.59262113	GO:0098543|detection of other organism, 	
detection of other organism	GO:0098543	18	0.52624404	0.34993921	0.59262113	GO:0016045|detection of bacterium, 	
hyperosmotic response	GO:0006972	20	0.52475245	0.35077875	0.59383415		
embryonic hindlimb morphogenesis	GO:0035116	29	0.52051318	0.35111205	0.59418962		
JAK-STAT cascade	GO:0007259	41	0.51725565	0.35113392	0.59401799		
regulation of filopodium assembly	GO:0051489	28	0.52086029	0.35121629	0.59394878		
membrane hyperpolarization	GO:0060081	16	0.52753948	0.35145273	0.59414009		
cellular hormone metabolic process	GO:0034754	72	0.51299803	0.35151705	0.59404039		
clathrin coat assembly	GO:0048268	11	0.53318982	0.35153366	0.59386017		
SAGA-type complex	GO:0070461	22	0.52330723	0.35254605	0.59536168		
cellular polysaccharide catabolic process	GO:0044247	17	0.52637841	0.35325282	0.59634621		
leukocyte activation	GO:0045321	316	0.50615968	0.353589	0.59670466		
G2 DNA damage checkpoint	GO:0031572	25	0.52169178	0.35367545	0.59664158		
epithelial cell-cell adhesion	GO:0090136	11	0.53261026	0.35400617	0.59699046		
post-embryonic morphogenesis	GO:0009886	11	0.53259922	0.35405333	0.59686107		
complex of collagen trimers	GO:0098644	21	0.52347104	0.35481894	0.59794251		
organ growth	GO:0035265	55	0.51441949	0.35576071	0.59931996		
growth hormone receptor signaling pathway	GO:0060396	23	0.5222622	0.35584844	0.59925823		
regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	GO:1900151	10	0.53362273	0.35636368	0.59991622	GO:1900153|positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay, 	
positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	GO:1900153	10	0.53362273	0.35636368	0.59991622	GO:1900151|regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay, 	
multicellular organismal movement	GO:0050879	24	0.52169543	0.3564723	0.59988947	GO:0050881|musculoskeletal movement, 	
musculoskeletal movement	GO:0050881	24	0.52169543	0.3564723	0.59988947	GO:0050879|multicellular organismal movement, 	
positive regulation of receptor internalization	GO:0002092	17	0.5257603	0.35653737	0.59978947		
glycogen catabolic process	GO:0005980	16	0.52654874	0.35655579	0.5996111		
glucan catabolic process	GO:0009251	16	0.52654874	0.35655579	0.59940189		
guanosine-containing compound metabolic process	GO:1901068	20	0.52361795	0.35730269	0.60044798		
antigen processing and presentation of peptide antigen via MHC class II	GO:0002495	78	0.511874	0.35852548	0.60229281	GO:0002504|antigen processing and presentation of peptide or polysaccharide antigen via MHC class II, 	
antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	GO:0002504	78	0.511874	0.35852548	0.60229281	GO:0002495|antigen processing and presentation of peptide antigen via MHC class II, 	
antigen processing and presentation of exogenous peptide antigen via MHC class II	GO:0019886	78	0.511874	0.35852548	0.60208288		
tetrapyrrole biosynthetic process	GO:0033014	26	0.52053035	0.35854085	0.60189889		
carbohydrate catabolic process	GO:0016052	97	0.51063333	0.35878739	0.60210297		
hormone transport	GO:0009914	53	0.514337	0.35905993	0.60235053		
photoreceptor outer segment	GO:0001750	46	0.51531197	0.3597091	0.60322953		
cellular process involved in reproduction in multicellular organism	GO:0022412	177	0.50782831	0.35986155	0.6032752		
negative regulation of DNA-dependent DNA replication	GO:2000104	13	0.52870836	0.3600164	0.60332488		
mitochondrial inner membrane	GO:0005743	280	0.50619053	0.36100811	0.60477645		
regulation of endothelial cell apoptotic process	GO:2000351	21	0.52238616	0.36124535	0.60496353		
chaperone mediated protein folding requiring cofactor	GO:0051085	10	0.53229919	0.36178117	0.60565034		
DNA-directed RNA polymerase II, core complex	GO:0005665	10	0.53227491	0.36188084	0.60560677		
positive regulation of humoral immune response	GO:0002922	10	0.53224455	0.36200544	0.60560493		
signal transduction involved in DNA integrity checkpoint	GO:0072401	52	0.51415766	0.36201082	0.60540373	GO:0072413|signal transduction involved in mitotic cell cycle checkpoint, GO:0072422|signal transduction involved in DNA damage checkpoint, GO:1902403|signal transduction involved in mitotic DNA integrity checkpoint, GO:1902402|signal transduction involved in mitotic DNA damage checkpoint, 	
signal transduction involved in mitotic cell cycle checkpoint	GO:0072413	52	0.51415766	0.36201082	0.60540373	GO:0072422|signal transduction involved in DNA damage checkpoint, GO:0072401|signal transduction involved in DNA integrity checkpoint, GO:1902403|signal transduction involved in mitotic DNA integrity checkpoint, GO:1902402|signal transduction involved in mitotic DNA damage checkpoint, 	
signal transduction involved in DNA damage checkpoint	GO:0072422	52	0.51415766	0.36201082	0.60540373	GO:0072413|signal transduction involved in mitotic cell cycle checkpoint, GO:0072401|signal transduction involved in DNA integrity checkpoint, GO:1902403|signal transduction involved in mitotic DNA integrity checkpoint, GO:1902402|signal transduction involved in mitotic DNA damage checkpoint, 	
signal transduction involved in mitotic DNA damage checkpoint	GO:1902402	52	0.51415766	0.36201082	0.60540373	GO:0072413|signal transduction involved in mitotic cell cycle checkpoint, GO:0072422|signal transduction involved in DNA damage checkpoint, GO:0072401|signal transduction involved in DNA integrity checkpoint, GO:1902403|signal transduction involved in mitotic DNA integrity checkpoint, 	
signal transduction involved in mitotic DNA integrity checkpoint	GO:1902403	52	0.51415766	0.36201082	0.60540373	GO:0072413|signal transduction involved in mitotic cell cycle checkpoint, GO:0072422|signal transduction involved in DNA damage checkpoint, GO:0072401|signal transduction involved in DNA integrity checkpoint, GO:1902402|signal transduction involved in mitotic DNA damage checkpoint, 	
nucleoside bisphosphate metabolic process	GO:0033865	32	0.51793802	0.36273419	0.60640296	GO:0034032|purine nucleoside bisphosphate metabolic process, GO:0033875|ribonucleoside bisphosphate metabolic process, 	
ribonucleoside bisphosphate metabolic process	GO:0033875	32	0.51793802	0.36273419	0.60640296	GO:0034032|purine nucleoside bisphosphate metabolic process, GO:0033865|nucleoside bisphosphate metabolic process, 	
purine nucleoside bisphosphate metabolic process	GO:0034032	32	0.51793802	0.36273419	0.60640296	GO:0033865|nucleoside bisphosphate metabolic process, GO:0033875|ribonucleoside bisphosphate metabolic process, 	
metanephros development	GO:0001656	68	0.51228626	0.3630781	0.60676735		
regulation of sequence-specific DNA binding transcription factor activity	GO:0051090	294	0.50594203	0.36325718	0.60685614		
biomineral tissue development	GO:0031214	59	0.51316857	0.36326148	0.60665298		
regulation of apoptotic signaling pathway	GO:2001233	273	0.50615476	0.36341621	0.60670107		
mucosal-associated lymphoid tissue development	GO:0048537	10	0.53179528	0.36385117	0.60721681	GO:0048541|Peyer's patch development, 	
Peyer's patch development	GO:0048541	10	0.53179528	0.36385117	0.60721681	GO:0048537|mucosal-associated lymphoid tissue development, 	
pre-autophagosomal structure	GO:0000407	15	0.52590793	0.36413692	0.60748327		
aromatic amino acid family metabolic process	GO:0009072	24	0.52032823	0.36515253	0.60896674		
Ino80 complex	GO:0031011	14	0.52660733	0.36515492	0.60876	GO:0033202|DNA helicase complex, 	
DNA helicase complex	GO:0033202	14	0.52660733	0.36515492	0.60876	GO:0031011|Ino80 complex, 	
interphase	GO:0051325	17	0.52405248	0.36566741	0.60940352	GO:0051329|mitotic interphase, 	
mitotic interphase	GO:0051329	17	0.52405248	0.36566741	0.60940352	GO:0051325|interphase, 	
junctional sarcoplasmic reticulum membrane	GO:0014701	10	0.53127618	0.36597517	0.60970552		
pyrimidine nucleoside monophosphate metabolic process	GO:0009129	11	0.52970139	0.36650711	0.61038067		
regulation of mesonephros development	GO:0061217	19	0.52257831	0.36665788	0.61042076		
regulation of nitric oxide biosynthetic process	GO:0045428	35	0.51652855	0.3675443	0.61168513		
integral component of endoplasmic reticulum membrane	GO:0030176	72	0.51153077	0.36761283	0.61158793		
response to food	GO:0032094	11	0.52937572	0.3679158	0.61188067		
skeletal muscle contraction	GO:0003009	18	0.52296058	0.3679621	0.61174651		
triglyceride biosynthetic process	GO:0019432	37	0.51590081	0.36893258	0.61314839		
positive regulation of cell fate commitment	GO:0010455	12	0.5279009	0.3689337	0.61293882		
monocarboxylic acid catabolic process	GO:0072329	66	0.5118563	0.36957202	0.61378766		
neural crest cell migration	GO:0001755	29	0.51785759	0.36963291	0.61367725		
kidney mesenchyme development	GO:0072074	12	0.52767573	0.36994155	0.61397809		
glutamate metabolic process	GO:0006536	21	0.52087311	0.37027346	0.61431733		
response to ATP	GO:0033198	20	0.52132465	0.37063463	0.61470487		
regulation of cytokine production involved in immune response	GO:0002718	41	0.51481514	0.37138142	0.61573148		
negative regulation of cellular response to oxidative stress	GO:1900408	10	0.52995568	0.37144127	0.61561887	GO:1903202|negative regulation of oxidative stress-induced cell death, GO:1902883|negative regulation of response to oxidative stress, 	
negative regulation of response to oxidative stress	GO:1902883	10	0.52995568	0.37144127	0.61561887	GO:1903202|negative regulation of oxidative stress-induced cell death, GO:1900408|negative regulation of cellular response to oxidative stress, 	
negative regulation of oxidative stress-induced cell death	GO:1903202	10	0.52995568	0.37144127	0.61561887	GO:1902883|negative regulation of response to oxidative stress, GO:1900408|negative regulation of cellular response to oxidative stress, 	
response to topologically incorrect protein	GO:0035966	119	0.50868352	0.37185146	0.61608677		
interleukin-1-mediated signaling pathway	GO:0070498	11	0.52846222	0.37186472	0.61589695		
detection of mechanical stimulus involved in sensory perception	GO:0050974	18	0.52224854	0.37191073	0.61576148		
neuronal stem cell division	GO:0036445	11	0.52840978	0.37210449	0.61587063	GO:0055057|neuroblast division, 	
neuroblast division	GO:0055057	11	0.52840978	0.37210449	0.61587063	GO:0036445|neuronal stem cell division, 	
CD4-positive, alpha-beta T cell differentiation	GO:0043367	21	0.52056067	0.3721469	0.61572932		
nuclear periphery	GO:0034399	90	0.50995228	0.37214705	0.61551818		
positive regulation of calcium ion transmembrane transporter activity	GO:1901021	12	0.52718238	0.37218951	0.61537716		
labyrinthine layer development	GO:0060711	39	0.5150802	0.37227324	0.61530445		
positive regulation of CREB transcription factor activity	GO:0032793	11	0.52833803	0.37241626	0.61532974		
feeding behavior	GO:0007631	69	0.51129255	0.37287353	0.61587408		
chromatin silencing	GO:0006342	19	0.52148329	0.37288658	0.61568455		
ER-nucleus signaling pathway	GO:0006984	12	0.52702552	0.37290151	0.61549827		
negative regulation of leukocyte differentiation	GO:1902106	60	0.51198415	0.37411036	0.6172821		
branching involved in mammary gland duct morphogenesis	GO:0060444	20	0.52070652	0.37426451	0.61732502		
eye photoreceptor cell development	GO:0042462	26	0.51814272	0.3744077	0.61734987		
amyloid precursor protein metabolic process	GO:0042982	13	0.52551335	0.37504288	0.61818564		
negative regulation of cellular protein metabolic process	GO:0032269	567	0.50391611	0.37546592	0.61867127		
positive regulation of DNA repair	GO:0045739	19	0.52085824	0.3764714	0.62011596		
clathrin-coated endocytic vesicle	GO:0045334	37	0.51489905	0.37691988	0.62064251		
detection of mechanical stimulus involved in sensory perception of sound	GO:0050910	12	0.52611472	0.37704421	0.62063513		
myeloid leukocyte migration	GO:0097529	59	0.51177265	0.37725698	0.62077327		
negative regulation of angiogenesis	GO:0016525	56	0.51207599	0.3773235	0.62067074		
response to nicotine	GO:0035094	32	0.51590332	0.37777562	0.62120236		
JAK-STAT cascade involved in growth hormone signaling pathway	GO:0060397	20	0.52010206	0.37781619	0.62105712		
establishment of pigment granule localization	GO:0051905	14	0.523957	0.37813716	0.62137273		
response to unfolded protein	GO:0006986	112	0.50848702	0.37824968	0.6213457		
blastoderm segmentation	GO:0007350	12	0.52579594	0.37849754	0.62154095	GO:0008595|anterior/posterior axis specification, embryo, GO:0007351|tripartite regional subdivision, 	
tripartite regional subdivision	GO:0007351	12	0.52579594	0.37849754	0.62154095	GO:0008595|anterior/posterior axis specification, embryo, GO:0007350|blastoderm segmentation, 	
anterior/posterior axis specification, embryo	GO:0008595	12	0.52579594	0.37849754	0.62154095	GO:0007350|blastoderm segmentation, GO:0007351|tripartite regional subdivision, 	
mitotic sister chromatid segregation	GO:0000070	44	0.51348261	0.37851489	0.62135767		
immunological synapse	GO:0001772	23	0.51861392	0.37865606	0.62137769		
cardiac chamber formation	GO:0003207	10	0.52786109	0.38014459	0.62360797		
phagosome maturation	GO:0090382	37	0.51446843	0.38036696	0.62376039		
dermatan sulfate proteoglycan metabolic process	GO:0050655	13	0.52436894	0.38047304	0.62372205		
regulation of transcription involved in cell fate commitment	GO:0060850	17	0.52123349	0.38090328	0.62421497		
regulation of transcription from RNA polymerase I promoter	GO:0006356	10	0.52766984	0.38092968	0.62404596		
regulation of peptidase activity	GO:0052547	242	0.50565838	0.38106931	0.62406252		
response to nerve growth factor	GO:1990089	12	0.5251938	0.38124739	0.62414201	GO:1990090|cellular response to nerve growth factor stimulus, 	
cellular response to nerve growth factor stimulus	GO:1990090	12	0.5251938	0.38124739	0.62414201	GO:1990089|response to nerve growth factor, 	
negative regulation of signal transduction in absence of ligand	GO:1901099	26	0.51711311	0.38130673	0.62402711	GO:2001240|negative regulation of extrinsic apoptotic signaling pathway in absence of ligand, 	
negative regulation of extrinsic apoptotic signaling pathway in absence of ligand	GO:2001240	26	0.51711311	0.38130673	0.62402711	GO:1901099|negative regulation of signal transduction in absence of ligand, 	
negative regulation of B cell proliferation	GO:0030889	12	0.52513814	0.38150188	0.62413449		
negative regulation of lymphocyte apoptotic process	GO:0070229	23	0.51813311	0.38169562	0.62423948		
lymphangiogenesis	GO:0001946	10	0.52739967	0.3820702	0.62464004	GO:0036303|lymph vessel morphogenesis, 	
lymph vessel morphogenesis	GO:0036303	10	0.52739967	0.3820702	0.62464004	GO:0001946|lymphangiogenesis, 	
positive regulation of leukocyte proliferation	GO:0070665	95	0.50889495	0.38229342	0.62479298		
regulation of transcription from RNA polymerase III promoter	GO:0006359	15	0.52220738	0.38292845	0.62561861		
ovulation	GO:0030728	12	0.52477888	0.38314575	0.62576143		
regulation of syncytium formation by plasma membrane fusion	GO:0060142	11	0.52577689	0.38359742	0.62628681		
regulation of epidermal growth factor receptor signaling pathway	GO:0042058	57	0.51126614	0.3843297	0.62726981		
nucleotide-sugar metabolic process	GO:0009225	27	0.51633173	0.38447772	0.6272989		
response to osmotic stress	GO:0006970	50	0.51198162	0.38474234	0.62751815		
alpha-beta T cell activation	GO:0046631	38	0.51369804	0.3850807	0.62785747		
microtubule organizing center organization	GO:0031023	51	0.51182676	0.38509894	0.62767479		
digestive system development	GO:0055123	106	0.50818292	0.38556159	0.62821635		
pyrimidine ribonucleoside metabolic process	GO:0046131	28	0.51586662	0.38567713	0.62819216		
osteoblast development	GO:0002076	18	0.51978173	0.38569267	0.62800517		
otic vesicle development	GO:0071599	13	0.52320117	0.38603839	0.62835572		
positive regulation of Rho protein signal transduction	GO:0035025	10	0.52630077	0.38666788	0.62916779		
cardiac left ventricle morphogenesis	GO:0003214	10	0.52618542	0.38715144	0.62974195		
positive regulation of reactive oxygen species metabolic process	GO:2000379	53	0.51137037	0.38733195	0.62982292		
regulation of calcium-mediated signaling	GO:0050848	30	0.51507507	0.38753088	0.62993379		
regulation of transcription from RNA polymerase II promoter in response to hypoxia	GO:0061418	23	0.51716094	0.3878637	0.63026216		
eye photoreceptor cell differentiation	GO:0001754	35	0.51384792	0.38840148	0.63092324		
positive regulation of T cell migration	GO:2000406	12	0.52362519	0.38843875	0.63077112		
segment specification	GO:0007379	16	0.52038794	0.38883454	0.63120109		
